ID,Studies,Publication title,Reference,Publication year,Replicates,Region,Country,Climate,Latitude (N positive; S negative),Longitude (E positive; W negative),Annual average precipitation (mm),Annual average temperature,Sand (%),Silt (%),Clay (%),Soil Organic Carbon (%),Nitrogen content (%),H2O_pH,EF (%),N rate (kg N/ha),Ecosystem
2771,363,Greenhouse Gas Emissions from the Tibetan Alpine Grassland: Effects of Nitrogen and Phosphorus Addition,Wang et al.,2018,3,Asia,China,Temperate,37.62,101.20,643,-1.7,NA,NA,NA,7.24,0.84,7.5,1.4155,100,Grassland
2772,364,Optimizing net greenhouse gas balance of a bioenergy cropping system in southeast China with urease and nitrification inhibitors,Wang et al.,2015,4,Asia,China,Subtropical,33.19,120.45,1045,16.05,67,NA,21,1.173,0.076,7.6,0.303333333,300,Cropland
2773,365,"Water regime–nitrogen fertilizer–straw incorporation interaction: Field study on nitrous oxide emissions from a rice agroecosystem in Nanjing, China",Wang et al.,2011,3,Asia,China,Subtropical,31.87,118.83,1256,16.1,5.7,NA,14.3,1.47,0.132,5.7,0.177272727,220,Cropland
2774,365,"Water regime–nitrogen fertilizer–straw incorporation interaction: Field study on nitrous oxide emissions from a rice agroecosystem in Nanjing, China",Wang et al.,2011,3,Asia,China,Subtropical,31.87,118.83,1256,16.1,5.7,80,14.3,1.47,0.132,5.7,0.068181818,220,Cropland
2775,365,"Water regime–nitrogen fertilizer–straw incorporation interaction: Field study on nitrous oxide emissions from a rice agroecosystem in Nanjing, China",Wang et al.,2011,3,Asia,China,Subtropical,31.87,118.83,1256,16.1,5.7,80,14.3,1.47,0.132,5.7,0.209090909,220,Cropland
2776,365,"Water regime–nitrogen fertilizer–straw incorporation interaction: Field study on nitrous oxide emissions from a rice agroecosystem in Nanjing, China",Wang et al.,2011,3,Asia,China,Subtropical,31.87,118.83,1256,16.1,5.7,80,14.3,1.47,0.132,5.7,0.17,300,Cropland
2777,365,"Water regime–nitrogen fertilizer–straw incorporation interaction: Field study on nitrous oxide emissions from a rice agroecosystem in Nanjing, China",Wang et al.,2011,3,Asia,China,Subtropical,31.87,118.83,1256,16.1,5.7,80,14.3,1.47,0.132,5.7,0.063636364,220,Cropland
2778,366,Influence of increasing temperature and nitrogen input on greenhouse gas emissions from a desert steppe soil in Inner Mongolia,Wang et al.,2011,6,Asia,China,Temperate,41.77,111.88,162,4.1,NA,NA,NA,1.37,0.145,8.6,0.025,100,Grassland
2779,366,Influence of increasing temperature and nitrogen input on greenhouse gas emissions from a desert steppe soil in Inner Mongolia,Wang et al.,2011,6,Asia,China,Temperate,41.77,111.88,162,4.1,NA,NA,NA,1.37,0.145,8.6,0.095,100,Grassland
2780,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,489,17.9,11,24,65,1.9,0.116,7.4,0.727777778,90,Cropland
2781,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,489,17.9,11,24,65,2,0.131,7.3,0.755555556,90,Cropland
2782,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,489,17.9,11,24,65,2,0.131,7.3,0.687777778,90,Cropland
2783,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,857,16.9,11,24,65,1.9,0.116,7.4,0.766666667,90,Cropland
2784,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,857,16.9,11,24,65,2,0.131,7.3,1.081111111,90,Cropland
2785,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,857,16.9,11,24,65,2,0.131,7.3,1.105555556,90,Cropland
2786,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,713,17.5,11,24,65,1.9,0.116,7.4,1.252222222,90,Cropland
2787,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,713,17.5,11,24,65,2,0.131,7.3,1.555555556,90,Cropland
2788,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,713,17.5,11,24,65,2,0.131,7.3,1.985555556,90,Cropland
2789,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,489,17.9,11,24,65,1.91,0.113,7.1,0.385555556,90,Cropland
2790,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,489,17.9,11,24,65,2.03,0.138,6.9,0.577777778,90,Cropland
2791,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,489,17.9,11,24,65,2.03,0.138,6.9,0.454444444,90,Cropland
2792,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,857,16.9,11,24,65,1.91,0.113,7.1,0.702222222,90,Cropland
2793,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,857,16.9,11,24,65,2.03,0.138,6.9,0.727777778,90,Cropland
2794,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,857,16.9,11,24,65,2.03,0.138,6.9,1.657777778,90,Cropland
2795,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,713,17.5,11,24,65,1.91,0.113,7.1,0.468888889,90,Cropland
2796,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,713,17.5,11,24,65,2.03,0.138,6.9,0.604444444,90,Cropland
2797,367,"Greenhouse gas fluxes from an Australian subtropical
cropland under long-term contrasting management
regimes",Wang et al. 2011 GCB,2011,4,Oceania,Australia,Subtropical,-28.20,152.10,713,17.5,11,24,65,2.03,0.138,6.9,0.593333333,90,Cropland
2798,368,"Methane and nitrous oxide emissions as affected
by organic–inorganic mixed fertilizer from a rice
paddy in southeast China",Wang et al. 2013,2013,3,Asia,China,Subtropical,31.55,120.72,1178,16.6,7,43,50,1.53,0.22,7.4,0.027777778,180,Cropland
2799,368,"Methane and nitrous oxide emissions as affected
by organic–inorganic mixed fertilizer from a rice
paddy in southeast China",Wang et al. 2013,2013,3,Asia,China,Subtropical,31.55,120.72,1178,16.6,7,43,50,1.57,0.24,7.4,0.033333333,180,Cropland
2800,368,"Methane and nitrous oxide emissions as affected
by organic–inorganic mixed fertilizer from a rice
paddy in southeast China",Wang et al. 2013,2013,3,Asia,China,Subtropical,31.55,120.72,1178,16.6,7,43,50,1.51,0.26,7.4,0.027777778,180,Cropland
2801,368,"Methane and nitrous oxide emissions as affected
by organic–inorganic mixed fertilizer from a rice
paddy in southeast China",Wang et al. 2013,2013,3,Asia,China,Subtropical,31.55,120.72,1178,16.6,7,43,50,1.53,0.26,7.3,0.072222222,180,Cropland
2802,369,"Effects of Fertilization on Porewater Nutrients, Greenhouse-gas Emissions and Rice Productivity in a Subtropical Paddy Field ",Wang et al.,2018,1,Asia,China,Subtropical,26.1,119.3,1392.5,19.5,28,60,12,1.81,0.12,6.5,-0.063012202,95,Cropland
2803,369,"Effects of Fertilization on Porewater Nutrients, Greenhouse-gas Emissions and Rice Productivity in a Subtropical Paddy Field ",Wang et al.,2018,1,Asia,China,Subtropical,26.1,119.3,1392.5,19.5,28,60,12,1.81,0.12,6.5,-0.050446185,190,Cropland
2804,370,Management intensity controls soil N2O fluxes in an Afromontane ecosystem,Wanyama et al. ,2018,3,Africa,Kenya,Tropical,0.32,35.38,2050,16.6,23,30,47,6.75,0.585,5.6,1.15,40,Cropland
2805,370,Management intensity controls soil N2O fluxes in an Afromontane ecosystem,Wanyama et al. ,2018,3,Africa,Kenya,Tropical,0.32,35.38,2050,16.6,23,30,47,6.75,0.585,5.6,1.336,125,Cropland
2806,371,Nitrous oxide emissions from fertilized upland fields in Thailand,Watanabe et al.,2000,3,Asia,Thailand,Tropical,16.48,102.83,1150,26.6,NA,NA,NA,NA,NA,5.3,0.24,75,Cropland
2807,371,Nitrous oxide emissions from fertilized upland fields in Thailand,Watanabe et al.,2000,3,Asia,Thailand,Tropical,14.50,100.83,1150,27.3,NA,NA,NA,NA,NA,5.6,0.366987179,62.4,Cropland
2808,371,Nitrous oxide emissions from fertilized upland fields in Thailand,Watanabe et al.,2000,3,Asia,Thailand,Tropical,18.23,99.05,1150,25.1,NA,NA,NA,NA,NA,6.1,0.164179104,46.9,Cropland
2809,371,Nitrous oxide emissions from fertilized upland fields in Thailand,Watanabe et al.,2000,3,Asia,Thailand,Tropical,15.20,100.50,1150,27.8,NA,NA,NA,NA,NA,7.8,0.4848,62.5,Cropland
2810,372,Methane and nitrous oxide emissions from rice and maize production in diversified rice cropping systems,Weller et al.,2015,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.1,2.553846154,130,Cropland
2811,372,Methane and nitrous oxide emissions from rice and maize production in diversified rice cropping systems,Weller et al.,2015,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.1,1.363157895,190,Cropland
2812,372,Methane and nitrous oxide emissions from rice and maize production in diversified rice cropping systems,Weller et al.,2015,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.1,0.438461538,130,Cropland
2813,372,Methane and nitrous oxide emissions from rice and maize production in diversified rice cropping systems,Weller et al.,2015,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.1,0.661111111,180,Cropland
2814,372,Methane and nitrous oxide emissions from rice and maize production in diversified rice cropping systems,Weller et al.,2015,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.1,0.653846154,130,Cropland
2815,372,Methane and nitrous oxide emissions from rice and maize production in diversified rice cropping systems,Weller et al.,2015,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.1,0.894444444,180,Cropland
2816,373,N2O emissions from maize production in South-West Germany and evaluation of N2O mitigation potential under single and combined inhibitor application,Weller et al. ,2019,5,Europe,Germany,Temperate,48.73,8.92,688,8.8,3,77,22,1.25,0.15,7.7,0.287356322,174,Cropland
2817,373,N2O emissions from maize production in South-West Germany and evaluation of N2O mitigation potential under single and combined inhibitor application,Weller et al. ,2019,5,Europe,Germany,Temperate,48.73,8.92,688,8.8,3,77,22,1.25,0.15,7.7,0.932432432,148,Cropland
2818,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,3.692307692,130,Cropland
2819,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,2.277777778,180,Cropland
2820,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,3,130,Cropland
2821,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,2.277777778,180,Cropland
2822,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,4.615384615,130,Cropland
2823,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,5.666666667,180,Cropland
2824,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,1.076923077,130,Cropland
2825,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,1.111111111,90,Cropland
2826,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,1.076923077,130,Cropland
2827,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,1.444444444,180,Cropland
2828,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,0.692307692,130,Cropland
2829,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,0.888888889,90,Cropland
2830,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,0.692307692,130,Cropland
2831,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,1,180,Cropland
2832,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,1.307692308,130,Cropland
2833,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,0.777777778,90,Cropland
2834,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,0.615384615,130,Cropland
2835,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,0.888888889,90,Cropland
2836,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,1.846153846,130,Cropland
2837,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,2.166666667,180,Cropland
2838,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,0.384615385,130,Cropland
2839,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,0.555555556,90,Cropland
2840,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,0.692307692,130,Cropland
2841,374,Greenhouse gas emissions and global warming potential of traditional and diversified tropical rice rotation systems,Weller et al. 2016 GCB,2016,3,Asia,Philippines,Tropical,14.15,121.25,2006,27.1,13,33,54,1.8,0.18,6.3,0.444444444,180,Cropland
